@relation C__Users_nisha_Desktop_Weka_BOW_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'only wish there was a way to retrieve deleted tanks and transfer tanks from one phone to another.',FeatureRequest
'great game but i wish there was a way to earn more fish bucks especially since the tasks make you spend a ton at once.',FeatureRequest
'deffenetly 4 stars only 4 because a little hard when ur not able to play for a while',FeatureRequest
'id like to see more purchases available for coins rather than cash.',FeatureRequest
'if u guys can fix that and stop wantimg so many fishbucks for things',FeatureRequest
'we both love it i just wish u could make more money faster',FeatureRequest
'great spp wish there were more ways to ean fish bucks tho.',FeatureRequest
'and wish there were more themed fish and backgrounds for the hoildays other thrn that great app',FeatureRequest
'this game is actually really fun i wish you could get fish bucks easier though.',FeatureRequest
'some easier way of earing bucks would be better as there are chalthat you cant meet without them.',FeatureRequest
'also there are too few options for those of us who cantwont spend tons of money on fish bucks.',FeatureRequest
'like the game but i wish you could earn more fish bucks faster.',FeatureRequest
'i love it and so does my daughter just want more easier ways for fish bucks.',FeatureRequest
'i love playing this game i just wished i could gain levels much faster amiga.',FeatureRequest
'its fun but there isnt much to do after you clean the tank feed and love the fish.',FeatureRequest
'i love it and so does my daughter just want more easier ways for fish bucks.',FeatureRequest
'really good game only bad thing is tht most of the tsks u have to have fish bucks apart from that it is good',FeatureRequest
'cant breed new fish often cause i cant get more than 2 tanks to bread then it takes on average 3 days to breed one fish lol.',FeatureRequest
'however i wish a lot of the fish did not cost as much fish bucks as they do. its hard 2 earn enough of them in order 2 complete the tasks  its expensive 2 buy them.',FeatureRequest
'could be a good game but is very slow  demanding of time',FeatureRequest
'just wish it didnt take as long as it does to breed fish.',FeatureRequest
'the game is pretty fun jusr wish that the fish bucks were easier to get and everything was cheaper but overall p0retty fun i would recomend it also wish the fish didnt die so fast',FeatureRequest
'just wish it was easier to get fish bucks wo having to buy them or download so many other apps.',FeatureRequest
'love the game but not 5 stars because the fish die way to fast',FeatureRequest
'love this game but i wish you could get more fish bucks for free.',FeatureRequest
'its fun just long and alot of things you need fish bucks for but you barely get them for free',FeatureRequest
'i wish i never updated my tap fish game i used to be able to buy puffer fish that would bring in the  but not any more.',FeatureRequest
'i love to play but you need to spend lots of money to get fish to breed.',FeatureRequest
'like alot love fish dont like 2 spend real money or have 2 download stuff u dont want just 2 get more bucks or coins.',FeatureRequest
'there should be an option to exchange coins for bucks.',FeatureRequest
'that way people can revive their fish without having to pay as often.',FeatureRequest
'but should have a way of buying fish bucks using your coins.',FeatureRequest
'the only downfall is hard to get fish bucks without buying them.',FeatureRequest
'would rate higher but to obtain breeder fish and other things you need to pay2play and i just cant offord it.',FeatureRequest
'it is very fun but make it a little more interactive with the fish',FeatureRequest
'i wish they could put in a permanet mini game to get fish buckscoinsfish or decorations ethre',FeatureRequest
'its a cool game but its stupid you can progress if u dont have bucks wilhich u need credit card for',FeatureRequest
'it does take an awfully long time to level up  and its unfortunate that so many basic things can only be bought with fish bucks which are very difficult to earn many of without paying money.',FeatureRequest
'i just wish you could advance up quicker yeah you can speed up your fish eggs to hatch.',FeatureRequest
'thank you tap fish makers but please have more games to earn fish bucks ',FeatureRequest
'wish it didnt take so long to breed special event fish.',FeatureRequest
'i also love the breeding just wish it didnt take  do long to breed',FeatureRequest
'id like to see more purchases available for coins rather than cash.',FeatureRequest
'there needs to be a way to transfer my game to another phone.',FeatureRequest
'great app try to purchase fish bucks though other apps but still waiting the only bad thing',FeatureRequest
'im in love with this game but fish bucks need to go i hate that.',FeatureRequest
'cool but one thing to say is that i wish u could earn fish bucks not buy fish bucks',FeatureRequest
'i like the game save ur bucks their hard to come by seem like they want u 2 use cash to advance other than that good game',FeatureRequest
'and you really dont have good deals for fish bucks.',FeatureRequest
'love this game but i wish there was an easier way to transfer game from one phone to the next.',FeatureRequest
'i love playing tapfish and wanna thank u for retrieving the coins i couldnt get but i really wish i wouldnt of lost all my tanks and all the work i had in this game for the past yr i lost a lot of tanks and fish that took days to earn and the money spent while i played .but i had to get a replacement phone same phone just wish i wouldst of lost all that i worked hard for should be a way to not loose games that would b awesome ',FeatureRequest
'joys of fun only downfalls is it takes forever to level up and fish cost way to much fish bucks.',FeatureRequest
'could use some form of sorting option but sure is addicting',FeatureRequest
'it is very show moving store to i dont want to spend real money to get fish bucks.',FeatureRequest
'very addicting and time comsuming but it could use more ways to earn fish bucks.',FeatureRequest
'my only complaints are that we should be able to still get our prizes from events even after the event is over.',FeatureRequest
'the other thing is that you should have like bubbles or something pop up so we can earn xp fb or coins.',FeatureRequest
'its fun with all the cute fish but i wish there were more events because they are fun',FeatureRequest
'just wish it was easier to get fish bucks and more breedables for coins',FeatureRequest
'if you could buy more fish bucks using just fish coins thatd be awesome.',FeatureRequest
'fun game dont like the fact that you have use real money to buy fishbuck',FeatureRequest
'populate tanks as you wish for fun or to unlock new fish  decorations.',FeatureRequest
'great spp wish there were more ways to ean fish bucks tho.',FeatureRequest
'and wish there were more themed fish and backgrounds for the hoildays other thrn that great app',FeatureRequest
'the only issue i have with this game is that it can be quite expensive',FeatureRequest
'to pass a quest you need to buy a fish that cost 49 fishbucks and at the end you could sell it but its only worth some coins i thinking in removing game i dont recommend this game.',FeatureRequest
'one other thing is some items shouldnt cost so much and you should have more chances to earn fishbucks.',FeatureRequest
'great game but i wish there was a way to earn more fish bucks especially since the tasks make you spend a ton at once.',FeatureRequest
'reasonable price for extra coins and  but should be able to do all things without sending  with ads displayed.',FeatureRequest
'you can only get fish bucks by buying it or clicking their ads.',FeatureRequest
'i love the game but wish it was easier to get fish bucks and quicker',FeatureRequest
'i love this app at times it can run slow not sure if that is cuz my phone or connection speed but it doesnt make to much of a difference.',FeatureRequest
'just wish once you wished a certain level you could buy mystery breedables with coins and not just fish bucks',FeatureRequest
'i think it would be nice to earn fish bucks in other ways.',FeatureRequest
'may be you could buy fish bucks with your coins charge us a sum of coins you couldbuy fish bucks.',FeatureRequest
'cool but one thing to say is that i wish u could earn fish bucks not buy fish bucks',FeatureRequest
'like very much but wish fish bucks were easier to get.',FeatureRequest
'could use some form of sorting option but sure is addicting',FeatureRequest
'i love it but the new quest game is so dumb why the fk cant u earn fishbucks instead of coins i have over 4million coins i need bucks.',FeatureRequest
'i love the game i just wish there was a easier way to get fish bucks.',FeatureRequest
'i am getting a new phone and i hope i will be able to keep my tap fish progress.',FeatureRequest
'is there anything that i can do to transfer my progress to my new phone',FeatureRequest
'i do not want to loose my fish 300000  coins and my earned bucks.',FeatureRequest
'i just wish it wasnt so hard to get extra fish bucks without having to buy them.',FeatureRequest
'a good fun game but the free stuff gets boring very fast and requires real money to buy more stuff',FeatureRequest
'this is a goid game but i wish you didnt have to buy the fish bucks.',FeatureRequest
'for some reason i cant even purchase fish bucks error.',FeatureRequest
'lower the prices on things have an income of money if done 5 stars',FeatureRequest
'this game had great graphics and a wide variety of different fish but you needed a lot of fish bucks to buy most of the ones you need for your achievements.',FeatureRequest
'i am addicted to playing it but i wish you could earn more fish bucks more easily cause i am now stuck and cant complete any task without any fish bucks and cant get any fish bucks cause i cant complete tasks',FeatureRequest
'just wish the really cool fish and accessories werent quite so expensive.',FeatureRequest
'go ahead and buy fish bucks or download the apps they want you to try to earn bucks and have a fish burp good bye fish bucks.',FeatureRequest
'i love this app at times it can run slow not sure if that is cuz my phone or connection speed but it doesnt make to much of a difference.',FeatureRequest
'the game is great except i got a new phone and couldnt transfer it over so i had to start over.',FeatureRequest
'love it just try giving more free fish bucks as prizes.',FeatureRequest
'well its good but it takes too long to breed and u can only do one at a time',FeatureRequest
'i have a suggestion also for breeding is it possible to do the same on both sets of breeding where if theres only certain fish that can breed together that all the others disappear like the mystery tanks do',FeatureRequest
'its gotten better not sure if its from upgrades youve done or that ive upgraded my phone which by the way for some reason could not get my old game',FeatureRequest
'i love it but i wish the fish didnt take so long to grow up',FeatureRequest
'just wish you didnt have wait so long for the fish to breed.',FeatureRequest
'this game could have better informationhelpbetter upgrade on this tapfish gamebetter newsno pay credit is lousy.',FeatureRequest
'it only lets me breed 2 fish in the mystery breeds.',FeatureRequest
'which either takes forever to earn costs actual money or you have to take surveys and downloadplay other apps to get.',FeatureRequest
'i bought coins from the store but i cant get them it wont give them to me it was a waste of money if i cant get what i paid for',FeatureRequest
'if you currently have a special ability active magnet shield etc  pick up another one please add time to it or something - anything - better than having it just go to waste  be useless.',FeatureRequest
'a really cool game just make the course easy to see.',FeatureRequest
'all the fun of the first with more except i do hate the mine cart part i rly feel like its not a proper part of the game',FeatureRequest
'could use some extra boosts more characters and rewards for finishing a objective and not a level',FeatureRequest
'i would love it if the whole game would go a little smoother and that the mine carts and zip lines would be more frequent.',FeatureRequest
'very good but better will be if the game has more than one temple and artefacts or idols to steal and different monsters to run from',FeatureRequest
'my lifetime coins are over that mark but i still have the quest and doesnt make me do another quest in exchange of it.',FeatureRequest
'and when im running it has the slightest jump to it and with this game that can ruin your run.',FeatureRequest
'i would give more stars but toy cant adjust the sensitivity witch is a big down fall.',FeatureRequest
'can u add new feature for submit score on internet for world wide users.',FeatureRequest
'while on turn the screen suddenly changes which makes eye uncomfortable so need to be more updated.',FeatureRequest
'only things missing are varied enviroments and maybe a story mode to give it some depth.',FeatureRequest
'would be 5 star however tilt action has quite a dramatic lag and can effect your gameplay potential.',FeatureRequest
'could be better without the lag in between games causeing you to die.',FeatureRequest
'so far i think the game is pretty good but when an ability reaches 10000 coins to purchase the next level it just takes my coins doesnt upgrade ability and comes up with a promt to purchase more coins.',FeatureRequest
'i aint able to go to level 9 after achieving the only objective left that is 1 million lifetime coins.',FeatureRequest
'but i think the icons for boosts should be more detailed.',FeatureRequest
'i wish i could at least try the game since i loved the first one but unfortunately it always force closes on my samsung infuse.',FeatureRequest
'n while pausing the game v are unable to see the missions .',FeatureRequest
'i dont see why there isnt an option to increase the draw distance.',FeatureRequest
'atleast its better than temple run and i wish that it could have more chal',FeatureRequest
'its definitely a step up from the first one i wish there were more characters though but good game',FeatureRequest
'i frequently accidentally upgrade the abilities while i am scrolling upgrade page up or down.',FeatureRequest
'one of the best game i have ever played bt 1 issue once u die u have 2 restart d game 4rm d begining which is vry annoying plz gv at least default 2 live saving chances so that the game can be continued 4rm the same level.',FeatureRequest
'u can make more better to this game by adding some extra graphical views',FeatureRequest
'can u add new feature for submit score on internet for world wide users.',FeatureRequest
'they should add new worlds that could be unlocked in every new level.',FeatureRequest
'im already at lvl8 unlocked all characters but still unable to unlock the coin magnet powerup.',FeatureRequest
'althought the difficulty level could have been a little bit better',FeatureRequest
'i have collected more than 500k coins but i cant complete that objective.',FeatureRequest
'it will be even better if there are more science and types of traps',FeatureRequest
'i like it it just needs a place to jump off a edge to go on to a new trail.',FeatureRequest
'never get bored love it wish you could create your own characters.',FeatureRequest
'only suggestion make it so that if you get a second power up while you are already using one  it is not ignored.',FeatureRequest
'the only things i would want are the power-ups to be able to stack and extend.',FeatureRequest
'i hate the fact you can only see 3 objectives at a time.',FeatureRequest
'i kind of dont like temple run  2 because it makes you do only three objectives so this is my opion',FeatureRequest
'but it has too many details so that you cant focuse on the game.',FeatureRequest
'temple run 2 makes it hard to gt power-ups and thats not good',FeatureRequest
'the only thing i would request would be like to see wehich level ur on and which levels are left.',FeatureRequest
'i dont really like how you have to move your device over to one side almost all of the way to tilt other than that its cool',FeatureRequest
'love this game but need to accumulate coins and gems',FeatureRequest
'this is a very good game but i wish you could get gems easier',FeatureRequest
'works flawless on htc desire s but should have been a little more chal',FeatureRequest
'would be better if the tilt was more responsive and the powerups renewed though.',FeatureRequest
'after level 8 you have to score 5 million coins to reach to next level which is boring',FeatureRequest
'everytime i get up to 2000 coins all my coins reset and it makes me unable to buy new upgrades and people',FeatureRequest
'its good but way to slow for me on htc could you make it faster at all',FeatureRequest
'it laggs in places and is annoying at times but overall this game is amazing 3 also i think there should be a release of temple run for windows phone 7 because i would love to play this on my mobile',FeatureRequest
'can you guys make an update that involves more characters to work towards',FeatureRequest
'Please put in a way to disable the close all tabs function. Its way too easy and frustrating to accidentally hit it and have to dredge through history to restore everything.',FeatureRequest
'My phone has a browser and the home page is set to Google. Im about to change that if you do not stop with the adds for your un-needed appbrowser.',FeatureRequest
'When I learned that the last few versions of chrome were based off of safaris api I wasnt suprised since over the last year dozens of websites would either hang and never load crash within seconds or straight up freeze. The new app has its fair share of bugs with certain pages being scrolled down when entering as well as other pages getting compressed to the width of 3 or so characters but thats nothing a quick refresh wont fix. ',FeatureRequest
'We need to have webm support That is the ONE THING we need',FeatureRequest
'When attempting to re-address existing tabs to new pages Chrome ignores the new input and simply refresh the existing content',FeatureRequest
'Can you guys please include reading view and low light skin',FeatureRequest
'my bookmarks no matter how many times I tried would not sync with my google account. ',FeatureRequest
'Great app especially after adding support for web view but please add chromecast support',FeatureRequest
'Ive always loved Chrome and am a diehard Google fan. However this last update has a feature in which you can reload pages by scrolling up when you are at the top of the page. Im used to doing that for apps already but on a web browser this is more complicated. sometimes Im filling out a form on Chrome and accidentally scroll up and Chrome refreshes the whole page for me. I wish this feature could be optional.',FeatureRequest
'I m disappointed there is no download manager in this browser ',FeatureRequest
'Switching tabs by swiping was one of the best features of Chrome its a shame that theyve removed the ability to turn it onoff.',FeatureRequest
'had been enjoying this app. latest update makes it so I cant block cookies. uninstalling the app now. a web browser that I cant block or control cookies in is garbage.',FeatureRequest
'Why cant someone click on a phone number and dial automatically Safari does this quite well.',FeatureRequest
'Will give 5 stars when content blocking will be an option.',FeatureRequest
'With minis onscreen keyboard one cant scroll the screen up to see whats being typed. ',FeatureRequest
'Chrome works well. My only knock is my dislike for being forced to scroll through a fully expanded bookmark list in order to associate a page with the bookmark category I seek. These should be collapsed by default permitting expanding where I wish.',FeatureRequest
'Needs more support for 3D Touch such as opening links pictures etc. Good start though I like it',FeatureRequest
'Please bring back the old features The app is awful now that cookies cant be disabled and do not track is no longer available. It seems to be a completely useless change and only made the app less convenient. Please give us back the ability to control our own settings. Its very inconvenient to have to accept all cookies. Even though they can still be deleted I dont want them on my phone in the first place. Fix this now please.',FeatureRequest
'Peek and pop function on safari makes the browsing internet experience so much better. Disappointed google chrome doesnt have that yet on ios. Once it does will make the switch.',FeatureRequest
'This is my go to web browser for my iPad and desktop. It practically feels like the desktop on my iPad pro but it needs scrolling with the keyboard on the arrow keys. Safari can scroll with the arrow keys skip to the bottomtop of the page with command arrow and speed scroll using option arrow. Its really nice and I feel that chrome needs to do this to make it feel more like a desktop web browser on iPad.',FeatureRequest
'Everything works great now after the update. Only thing it need is a reading mode like safari',FeatureRequest
'I would like to see it update a little sooner than it does. Real time updates would be best. ',FeatureRequest
'The app is good for a snapshot of your account but I wish it was more like the website where you can toggle factors that would increase your score and give breakdowns of whats on your report.',FeatureRequest
'Of days until next update was a good feature. Please bring it back. This app is 5 start anyway.',FeatureRequest
'The app seems pretty good. Im not sure how of the accuracy of the numbers but records are accurate. It would be great if Experian was included but Im satisfied with the two reports it has.',FeatureRequest
'This is a pretty good app and does update your credit every 7-10 days.',FeatureRequest
'Works well and is much easier than using the full website. And while the app is very nice there are problems with the service as a whole. In particular Ive experienced the app reflecting different information on one report than my actual report direct from that bureau does. The app does show the same information correctly for the other bureau however.',FeatureRequest
'I loved this app but it has become completely unreliable and inaccurate. My credit scores show 75 points lower here than they do on other apps. Ive even pulled reports and paid for scores from the credit bureaus and the scores from the same credit bureaus show a different score. Im a banker and used to recommend this app to my clients to check scores etc. Not anymore. At this point I use the app for comedy to see what credit karma decides my scores are on any given day.',FeatureRequest
'Great app must have but wish the FICO scores were included.',FeatureRequest
'I pay for myfico because most lenders use fico. Score there for equifax bureau is 691. Credit karma shows 611 and poor. They need to get their scoring model to be more accurate',FeatureRequest
'This app is awesome. It said something was wrong before I got the notification letter. I wish it had FICO score but otherwisea great app. Totally recommend',FeatureRequest
'I love the new update. It gave the interface a whole new look. It seems to run a lot smoother as well. The only thing I dont like is they sing provide you with the FICO score. Which is the one most people check for. Other than that it works fairly well',FeatureRequest
'When are we going to see all three reporting agencies',FeatureRequest
'When I first signed up the app was great. Then they ruined it with a far too obvious focus on ads and webpage-based navigation. Now its much better but still not perfect. Needs better info one example explaining how long hard inquiries last. A graph of your credit score over time would be awesome.',FeatureRequest
'Bring back the line that says when to expect the next update pretty annoying to have to check every day.',FeatureRequest
'Im very happy that I was able to directly dispute through the app. Wish both credit agencies had that option. And I find it funny people giving low star reviews. You can always delete the app and go back to paying monthly fees to get this informations. Pathetic.',FeatureRequest
'The app works good my only complaint is that after using it for a couple of days the memory usage for this app has exceeded 500MB. No easy way to clear the memory so I am deleting this app once a week.  I would give it a higher rating if the memory usage can be resolved.',FeatureRequest
'Its NOT a customer-oriented decision to have a separate Facebook Messenger App. Im not using it  will not install it. ',FeatureRequest
'Why have you updated the messenger app for iPad pro but not the Facebook app',FeatureRequest
'i would like the share now button back please  thank you',FeatureRequest
'When are you going to launch face live streaming here in the Philippines. Im so excited to have that feature on my Iphone6plus. My friends had that feature already in US. Hope you will let us experience that here in the Philippines. Thanks ',FeatureRequest
'The Facebook app is pretty good for browsing and posting photo slide shows. There are a lot of features maybe too many.',FeatureRequest
'This app is ok. I just want to be able to turn off the notifications when some is live.',FeatureRequest
'I love my new Fitbit. And for the most part the app is a nice complement. What would make it better is if it would share with my Apple health app which tracks way more than Fitbit app dots and for no good reason other than Apple thought of it first. Ill probably use my fit bit app for just about everything like exercise water intake calories and weight loss goal etc.  but it sure would be nice if it bit and apple health would share with each other or at least one way.',FeatureRequest
'The nutrition information is lacking. It is incomplete and disappointing. I like all of the other aspects of the band.',FeatureRequest
'Please take us back to the old dashboard layout The new one with circles is unorganized And cluttered to read stats The progress line around the circles are also confusing to know what they mean yes I know what the step goal is but the other stats I dont know what the progress means.',FeatureRequest
'I like the app all the features my annoyance is you dont offer a way to delete any challenges to messages any sooner than the a lot time is set. Youre going to start to loose customers if you dont add this feature me being one of them. Please give us the delete option. You have time to create a new app icon but cannot add the delta messageschallenges sooner Only time will tell if you really value your customers opinions.',FeatureRequest
'I dislike the new dashboard layout The circles are confusing and more complicated to see stats. Its also very confusing to know what the progress of each circle means.',FeatureRequest
'Please keep the old dashboard layout The circles are just so confusing and it looks cluttered It is not easy to read or quickly see your stats--please dont make us switch dashboards',FeatureRequest
'The FitBit app is decent.  Although there are things about it that really annoy me.  1 If you miss a day of adding calories there is no way to go back to that day once midnight hits to enter your intake.  This needs to be fixed ASAP  2 Manual input of at least exercises not calories or info from the workout needs to be permitted just how you can manually input your sleep.  Some people track their exercises this way and if we forget to program the Fitbit we cant track the exercise.',FeatureRequest
'I love this app. It is honestly the best fitness app on the market. However. I wish the watch itself was better at knowing when I was actually walking. On feb 3 I took a very bumpy bus ride for 4 hours in Thailand. And I hit my daily goal of 15k steps at around the 2 hour mark of the ride and clocked in a whopping almost 300 flights of stairs. Now this may seem nice to have my friends see this but its all wrong. I wish there was a way to make an AIRPLANE mode while your dirt biking or for instances like this so the watch goes dead and maybe just tracks your heart rate. Or build into the app a sensitive option like you have for sleeping. I know Im not the only one so PLEASE look into this. Other then that. Amazing.',FeatureRequest
'Adding meals to MFP results in double or triple calorie counts. Also how difficult could it be to make customs water counts customizable to the water bottle you use  I get that there are several options but not everyone buses those options. You should be able to select your size for an 18 oz bottle for ex just once and use that icon forever. Adding 18 oz repeatedly is maddening for no good reason.',FeatureRequest
'Great tool for motivation throughout the day. I wish it show how many steps your friends do daily but overall I love it. Worth the money. ',FeatureRequest
'The app is great but please allow us the ability to add more than 10 people in a challenge.',FeatureRequest
'I wish it had a password lock I love all the info being tracked and the ease of use. I have used the app for years with my Fitbit flex and my Aria scale. As I said I wish I could password lock the app.',FeatureRequest
'I would love to be able to add what Im doing in the gym to my exercise. For instance I was on a stair stepper and flights climb were not register. Also the same for riding a bike. When Im in the gym not much is accounted for.',FeatureRequest
'I really like this app but I wish it could count stairs.',FeatureRequest
'The heart rate data isnt detailed enough to be helpful. Time markers are in 6 hour increments but hourly time markers would be better. ',FeatureRequest
'I enjoy my stats and badges.  Love that it tracks sleep.  Convenient to wear the band that way I dont forget it.  I would like for it to charge rapidly and stay charged a week.  Very happy that it integrates with my fitness app. Thanks',FeatureRequest
'I love this app it does exactly what it offers to do and even if its not always perfectly accurate its consistant.',FeatureRequest
'This app is great and easy to use. Allows me to track everything fitness related from heart rate and steps to caloric burn and weight thru the Aria scale. The only complaint I have is that the app restricts you to participation in only 5 challenges at a time What if you have lots of friends you want to compete with Increase this to 10 please Otherwise this is a great app',FeatureRequest
'Needs to sync with Apple Health as well as Apple Watch.',FeatureRequest
'Great app I just wish I could better combine it with my my fitness pal app',FeatureRequest
'App is very basic seems there should be enhanced capabilities available. For instance provide enhanced infographs of sleep patterns such as average time to fall asleep average time of day that you go to bed average time awake. For steps graph the average times that you are most active during the day etc. There is an abundance of data taken by the Fitbit device and therefore the app should have the capability to show more detailed information about that data.',FeatureRequest
'I wish this app was capable of adding notes to each day. Like was sick today so we can look back at our sleeping pattern or step pattern and see how different situations affect us.',FeatureRequest
'Customize swipe options to label move or delete.  Also allow messages to appear in threads.',FeatureRequest
'This app provides almost all functionalities of web based Gmail without ads or a price. Im not complaining. Suggestion when moving emails to folders flash selected folder when tapped',FeatureRequest
'Please make app better.  Give us the option to not group emails all the time that makes reading emails so confusing.',FeatureRequest
'I wish I could easily email the groups I have set up on my laptop computer. Rating would then be five stars. ',FeatureRequest
'So disappointing that there is no way to shut off the split screen preview.  I just want to see my inbox with all the messages and not lose half the screen to a preview.  How many previews does one need  Please Gmail app developers  give us an option to disable the right side preview',FeatureRequest
'Can u believe it We Re in 2016 and the attache feature does not allow video clips',FeatureRequest
'I think the app is wonderful but it desperately needs a check all button and a delete all button in all folders including the inbox',FeatureRequest
'I like my Gmail account but deleting e-mail is horrible. If you delete a large quantity of e-mails you have to delete them individually but mainly in your trash file. You should be able to click all and delete all that are highlighted. Also under promotions you have to open the first e-mail sent to you. You should be able to delete that without having to open it.',FeatureRequest
'I would use the app but there is not a way to select all messages at once so u can show them unread archive them etc. For now I will use the regular email on my phone.',FeatureRequest
'Id like to see the option to resize text in mobile version. Also Id like to see some color options and the ability to change the notification sound',FeatureRequest
'I love gmail. I think Google does an amazing job with all their products. Gives you functionality and great accessibility. Some times the app Might have its glitches but these are very very minimal. I think this is also because I have 3 different emails on one app running with constant influx of emails. Works great havent had any issues.',FeatureRequest
'Please make copying email addresses from the to field possible. ',FeatureRequest
'Give Gmail an update where you have a choice to click on the app where you automatically click on every single email file you have in any of your sections so you can delete them save them resend them and etc. Cause you seriously need that update for mobile phones PCs tablets and etc. and make all Google apps for all Nintendo Xbox and PlayStation devicesconsoles please and thank you.',FeatureRequest
'Id give it 5 stars if I could set swipe to delete. ',FeatureRequest
'Only qualms I have is that there isnt a select all option for deleting mail and the interface could be cleaner. Other than that it gets he job done.',FeatureRequest
'It is one of the complete email tool for mobile platform especially auto separations of junk and social mails.  However to be the best I wish for the following additional functions 1 better sorting functions based on date senders and attachments.   2 seamless integration of contacts and calendar functions with Gmail 3 individual tab base filing method 4 more logical view of email chain. The current implementation is real mess.',FeatureRequest
'Need a way to select more then one email at a time. Hard to delete spam and trash one by one. Help',FeatureRequest
'I wish the background refresh actually worked. Ill get notifications that I have a new email but when I go to the app I have to wait for it to download the email. Allowing music and video files to keep the phone from locking while the file is playing would be great. Also please remove the white border around emails. It takes up precious screen real estate for emails.  Its also a very slow app. Even on wifi or with excellent reception it takes a long time to load emails.   Lastly I would love if when clicking on a pop up notification for a new email it would go to that new email and not just open the app where I last left off.',FeatureRequest
'There are a couple of ways I can get to work I used to be able to search my workplace then see route options with ETAs go back then see route options again and the ETAs would refresh in real time. Now I have to completely X out of my search and start all over to refresh. Please change it back to the way it was. Now its too many steps while driving',FeatureRequest
'Enable 3D Touch so we can hard press on the icon to instantly get driving directions to work or home from our current location please',FeatureRequest
'Can we make google maps remember settings in navigation Ive gotten on the toll road three times now because Im new to the area and Ive forgotten to set my phone to avoid tolls before I hit go. Waze remembers those kinds of settings. Get with the program google.',FeatureRequest
'You do an amazing job with Bike Trails I was hoping though sometime in the future you could try adding snowmobiling trails and Atv Routes. Well at Least for Portage and Wood Countys of Wisconsin.',FeatureRequest
'Please update the bus times for Las Vegas Nevada. They are inaccurate and I end up being late to places or miss buses because the times they arrive at the bus stops is off.',FeatureRequest
'Simply the best. I travel all over the country and Google maps always deliver. Hope they add truck option for low clearance bridges.',FeatureRequest
'I would like to see a feature where you can avoid tolls or highways period.',FeatureRequest
'Add 3-D touch support for going to homework as well as nearby transit. Some bugs need to be squashed as well.',FeatureRequest
'I really like the app but I hate that I have to constantly keep changing the settings to No Tolls. Its very annoying. Everything else is great though',FeatureRequest
'Still the best mapping software but the interface could be cleaner and configurable e.g. for dedicated car use when preferred.',FeatureRequest
'Love this app very helpful when I PCS to a new place and need to find my way around. Wish they would improve features for other countries.',FeatureRequest
'Also let me find other stuff and save while Im a passenger. Great to save cool places while traveling without having to cancel my current routing.',FeatureRequest
'Yet another update and still no ability to make Avoid Toll Roads the default mode. Listen to your users Google. ',FeatureRequest
'Multiplayer is useless without in-game Chat. Please add in-game chat',FeatureRequest
'Needs log in to Amazon Store I paid for PicSay Pro and downloaded it from Google Play. But when I try to open it I get a message that says I need to log in to my Amazon account. But even though Im logged in the app still wont launch. - What could be the problem',FeatureRequest
'Album function needs improvement Current version opens up all possible folders which includ cache files which should be selectable from settings to avoid unnecessary browsing resulting low productivity.r',FeatureRequest
'Really need to know how far a restaurant is from my current location so that I dont have to take a cab from hotel or fight traffics Would like to know whats near me nnToo bad it has the makings of a great appnnBack to yelp',FeatureRequest
'The manual is less than desirable specifically when speaking about how to feed cows. I figured out meadows on my own but cant make straw bales for the life of me. And this is apparently hkw to create manure flr fertilizer. I have emailed the developers amd received no response. VERY FRUSTRATING You spend money in the game for equipment that you cant use.',FeatureRequest
'It sucks When I press  nothing happens plus I cant even share the videos I make',FeatureRequest
'Server error In Belgium I bought on PlayStore and says need extra 160 MB to download but always get server error 5002. Thanks for taking my money',FeatureRequest
'Cant read text boxes well Decent but cant seem to read documents with text boxes and images very well ',FeatureRequest
'I would like to log in one time and it stays logged on. ',FeatureRequest
'Need to improve functionality on this app rnCant vote reviews helpfulrnCant read your own contributions or see badgesrnHave to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one rnBack button needs work as wellrnrnOtherwise good for the basics',FeatureRequest
'Popularity from Herd Behavior Millions of users can be wrong. This app and application has a poor interface allows all sorts of strangers to harass you is not intuitive. The messaging only works sometimes no indication of it has been read or not. It is a bandwidth hog. Corporations hate it on their networks. Oh and I still have out installed. Part of the herd  ',FeatureRequest
'So so Why cant email be marked as unread Why when I reply to an email it turns up in my inbox',FeatureRequest
'Fx is waste I clicked photos in fx mode but unable to open that in mobile or pc.',FeatureRequest
'Cant play I have brought this because it is amazing but now i cant play this because it dose not work on android and i am on Samsung pad 2 and wont work update soon as possible please i cant wait to play and hurry up',FeatureRequest
'Needs ART support Game was just updated today and still doesnt support ART runtime. Opens to main screen then force closes. Works fine on dalvik but it is the only app I have that doesnt work on ART. Once this problem has been addressed will update review and rating.',FeatureRequest
'How disappointing Love the easiness of the upload of pics and music however. EVERY SINGLE TIME I GO TO POST MY VIDEO IT BLINKS CANNOT PLAY VIDEO ON.TOP OF that I paid 1.99 for my own watermark and I cant watch MY VIDEO',FeatureRequest
'It would be good if the focus wasnt screwed up. Works fine on all the other camera apps except this one. Focus set as macro acts like its set on auto set as auto it acts as macro. And forGET it if its on night shot.',FeatureRequest
'Some help here My messages wont send and they continue to say pending. Some help would be nice.',FeatureRequest
'Wth Worked fine u see the video with the music once u put it on instagram it cuts it at the end or it just turned all black',FeatureRequest
