@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Sole_instance Capability Motion Change_position_on_a_scale Observable_body_parts',FeatureRequest
'Increment Frequency Causation Text',FeatureRequest
'Causation Speed Difficulty Existence Needing Possession Origin',FeatureRequest
'Quantity Capability Change_position_on_a_scale',FeatureRequest
'Quantity Similarity Increment Importance Self_motion Getting Performers_and_roles Statement',FeatureRequest
'Manufacturing Increment Topic Capability Manufacturing Importance Board_vehicle Appearance Cause_change Importance Board_vehicle Response',FeatureRequest
'Quantity Type Possession Simple_name Expectation Connecting_architecture Capability Removing',FeatureRequest
'Possibilities Render_nonfunctional Being_necessary',FeatureRequest
'Similarity Perception_experience Possibilities',FeatureRequest
'Desirability Desiring',FeatureRequest
'Similarity Capability Predicting Simple_name Activity_start Sentencing',FeatureRequest
'Required_event Expensiveness Increment Attempt Motion Taking_sides Frequency',FeatureRequest
'Desirability Giving Capability Statement Cardinal_numbers Increment Topic',FeatureRequest
'Resolve_problem Frequency Temporal_collocation Time_vector Text_creation Increment Simple_name',FeatureRequest
'Wearing Possession Relational_quantity Natural_features Importance Board_vehicle',FeatureRequest
'Usefulness Earnings_and_losses Capability Statement Attributed_information Part_orientational Instance',FeatureRequest
'Capability Education_teaching Intentionally_act Relational_quantity Existence Relational_quantity People Intentionally_act',FeatureRequest
'Giving Cardinal_numbers Awareness Possession Increment Stimulus_focus',FeatureRequest
'Text_creation Sole_instance Activity_ongoing Performers_and_roles',FeatureRequest
'Causation Frequency Perception_experience Origin Increment Timespan Simple_name Natural_features',FeatureRequest
'Arriving Desiring Possession Sufficiency Attributed_information Manufacturing Quantity Self_motion',FeatureRequest
'Required_event Sole_instance Needing Capability Being_attached Intentionally_act Correctness Temporal_collocation Change_tool Defend Closure Being_attached',FeatureRequest
'Capability Undergo_change Relational_quantity',FeatureRequest
'Possibilities Possession Increment Seeking Cardinal_numbers Motion',FeatureRequest
'Required_event Frequency Waiting Capability Using',FeatureRequest
'Stimulus_focus Grant_permission Giving Possibilities Cause_change_of_position_on_a_scale Possession Simple_name',FeatureRequest
'Desirability Desirability Expectation Earnings_and_losses Performers_and_roles Possession',FeatureRequest
'Cardinal_numbers Judgment Capability Possession Permitting Simple_name Using Relational_quantity Increment Mental_property',FeatureRequest
'Stimulus_focus Capability Possession Quantity Aggregate Choosing',FeatureRequest
'Giving Increment Food Position_on_a_scale Commerce_scenario',FeatureRequest
'Desiring Speed',FeatureRequest
'Quantity Activity_pause Contacting Age Event Activity_pause Education_teaching Activity_finish Stimulus_focus Desiring Capability Using Achieving_first Cause_to_resume Food',FeatureRequest
'Existence Desiring Speed Self_motion Getting Increment',FeatureRequest
'Giving Increment Food Position_on_a_scale Commerce_scenario',FeatureRequest
'Desiring Desirability Achieving_first',FeatureRequest
'Existence Existence Desiring Change_position_on_a_scale Food Performers_and_roles Killing Measure_duration',FeatureRequest
'Sole_instance Desiring Capability Cause_change Achieving_first Food',FeatureRequest
'Achieving_first Capability Getting Cardinal_numbers Food Achieving_first Capability Getting',FeatureRequest
'Possession Possibilities Commerce_buy Food Achieving_first Getting Increment',FeatureRequest
'Desiring Capability Earnings_and_losses Increment Clothing Difficulty Performers_and_roles',FeatureRequest
'Existence Experiencer_focus Desiring Increment Food Expensiveness Food',FeatureRequest
'Quantity Desirability Desiring Have_as_requirement Dimension Food Cardinal_numbers Calendric_unit Relational_quantity',FeatureRequest
'Experiencer_focus Awareness Temperature Sole_instance Complaining Getting Expensiveness Food Earnings_and_losses Expensiveness Food Part_whole',FeatureRequest
'Experiencer_focus Desiring Have_as_requirement Dimension Getting Money',FeatureRequest
'Experiencer_focus Intentionally_act Desiring Capability Getting Food Means Difficulty',FeatureRequest
'Required_event Experiencer_focus Needing Possession Increment Food Capability Commerce_buy Achieving_first Using',FeatureRequest
'Sole_instance Certainty Getting Cardinal_numbers',FeatureRequest
'Natural_features Timespan Sole_instance Taking_sides Getting Food',FeatureRequest
'Desirability Halt Performers_and_roles Desiring Have_as_requirement Duration_attribute',FeatureRequest
'Arriving Age Mental_property Temporal_collocation Motion Commerce_buy Cardinal_numbers Food Thwarting Being_obligated Quantity Increment',FeatureRequest
'Being_obligated Statement Sole_instance Difficulty Earnings_and_losses Food Food Commerce_buy Food',FeatureRequest
'Frequency Usefulness Capability Getting Expensiveness Food Earnings_and_losses',FeatureRequest
'Experiencer_focus Desirability Food Change_position_on_a_scale',FeatureRequest
'Possession Existence Food Capability Intentionally_act Relational_quantity Similarity Locale_by_use Statement',FeatureRequest
'Needing Increment Expensiveness Money Achieving_first Quantity Degree Ambient_temperature',FeatureRequest
'Similarity Increment Achieving_first Food Food Being_obligated Giving Achieving_first Food Food',FeatureRequest
'Quantity Similarity Capability Motion Increment Gizmo Appearance Ingest_substance',FeatureRequest
'Intentionally_act Similarity Desiring Capability Earnings_and_losses Food Quantity Food Instance Cardinal_numbers Food Sole_instance Have_associated Cardinal_numbers',FeatureRequest
'Existence Experiencer_focus Desiring Desirability Means Earnings_and_losses Food',FeatureRequest
'Food Desiring Commerce_buy Food Grant_permission Intentionally_act Locale',FeatureRequest
'Experiencer_focus Feeling Existence Needing Increment Food Increment Means Earnings_and_losses Food',FeatureRequest
'Desirable_event Capability Intentionally_act Increment Food',FeatureRequest
'Desiring Capability Getting Increment Achieving_first Businesses',FeatureRequest
'Giving Sufficiency Money Food Death Being_employed Performers_and_roles Required_event Have_associated Food Commerce_buy Cardinal_numbers Achieving_first Activity_pause Containers Needing',FeatureRequest
'Existence Sole_instance Desiring Self_motion Vehicle Transfer Vehicle Cardinal_numbers Contacting Increment',FeatureRequest
'Existence Desirability Desiring Self_motion Earnings_and_losses Increment Food Being_obligated Cause_change Used_up Measure_mass Attributed_information',FeatureRequest
'Quantity Measure_duration Cardinal_numbers Performers_and_roles Sole_instance Cardinal_numbers Difficulty Temporal_collocation Capability Performers_and_roles',FeatureRequest
'Grasp Increment Commerce_buy Achieving_first Money',FeatureRequest
'People Capability Resolve_problem Thwarting Quantity',FeatureRequest
'Quantity Experiencer_focus Desiring Capability Manufacturing Increment Money',FeatureRequest
'Existence Desirability Desiring Increment Means Food',FeatureRequest
'Existence Desiring Increment Food Increment Desirability',FeatureRequest
'Desiring Capability Getting Food Difficulty',FeatureRequest
'Existence Relational_quantity Difficulty Self_motion Desirability Come_together',FeatureRequest
'Existence Sufficiency Quantity Possibilities Used_up Measure_mass Money Food',FeatureRequest
'Desiring Capability Earnings_and_losses Increment Food',FeatureRequest
'Experiencer_focus Intentionally_act Kinship Desiring Increment Difficulty Means Food',FeatureRequest
'Experiencer_focus Performers_and_roles Desiring Capability Getting Rank Relational_quantity',FeatureRequest
'Existence Relational_quantity Intentionally_act Vehicle Experiencer_focus Food',FeatureRequest
'Experiencer_focus Intentionally_act Kinship Desiring Increment Difficulty Means Food',FeatureRequest
'Being_obligated Desirability Sole_instance Desirability Relational_quantity Possession Food Desirability',FeatureRequest
'Familiarity Food Frequency Getting Increment Cardinal_numbers Vehicle Food Temporal_collocation Removing Typicality Cardinal_numbers Measure_duration Cardinal_numbers Food',FeatureRequest
'Quantity Purpose Concessive Desiring Food Intentionally_act Expensiveness Relational_quantity Food Intentionally_act Difficulty Cardinal_numbers Earnings_and_losses Sufficiency Cardinal_numbers Activity_finish Being_obligated Expensiveness Cardinal_numbers Commerce_buy',FeatureRequest
'Relational_quantity Capability Degree Taking_time Request Measure_duration',FeatureRequest
'Desiring Have_as_requirement Duration_attribute Intentionally_act Food',FeatureRequest
'Desiring Food Difficulty Getting Expensiveness Clothing Desiring Food Death Speed',FeatureRequest
'Being_obligated Desiring Difficulty Getting Food Commerce_buy Quantity Increment',FeatureRequest
'Experiencer_focus Performers_and_roles Food Death Means Speed',FeatureRequest
'Experiencer_focus Desiring Capability Getting Increment Food Expensiveness',FeatureRequest
'Duration_attribute Needing Food Weapon Getting Expensiveness',FeatureRequest
'Desiring Frequency Food Using Capability Commerce_buy Food Cause_to_amalgamate Quantity Increment',FeatureRequest
'Experiencer_focus Performers_and_roles Needing Used_up Money Getting Food',FeatureRequest
'Similarity Experiencer_focus Food Cardinal_numbers Used_up Existence Money Possession Cardinal_numbers Filling Desiring Getting Increment Achieving_first',FeatureRequest
'Existence Desirable_event Possibilities Exchange Achieving_first',FeatureRequest
'Required_event Means People Capability Cause_to_resume Food Commerce_pay Frequency',FeatureRequest
'Required_event Possession Means Commerce_buy Food Using Achieving_first',FeatureRequest
'Sole_instance Difficulty Getting Food Commerce_buy',FeatureRequest
'Frequency Position_on_a_scale Getting Food Increment Needing Commerce_pay',FeatureRequest
'Arriving Degree Increment Food',FeatureRequest
'Desiring Capability Placing Getting Food',FeatureRequest
'Ambient_temperature Mental_property Capability Progress Possession Needing',FeatureRequest
'Intentionally_act Have_as_requirement Duration_attribute Timespan Rank Locative_relation Quantity Being_necessary Capability Sole_instance Commerce_buy Food Degree Difficulty Earnings_and_losses Quantity Commerce_pay Money',FeatureRequest
'Desiring Capability Change_event_time Capability Intoxicants Food Food Coming_up_with',FeatureRequest
'Judgment_direct_address Impact Food Businesses Stimulus_focus Possession Increment Earnings_and_losses Food',FeatureRequest
'Desiring Have_as_requirement Dimension Event Food',FeatureRequest
'Experiencer_focus Desiring Have_as_requirement Intentionally_act Dimension',FeatureRequest
'Grasp Increment Commerce_buy Achieving_first Money',FeatureRequest
'Existence Needing Self_motion Transfer Increment Contacting',FeatureRequest
'Desirability Attempt Commerce_buy Food Increment Continued_state_of_affairs Waiting Sole_instance Desirability',FeatureRequest
'Experiencer_focus Food Needing Motion Experiencer_focus',FeatureRequest
'Ambient_temperature Cardinal_numbers Statement Desiring Capability Earnings_and_losses Food Commerce_buy Food',FeatureRequest
'Similarity Difficulty Arriving Appearance Desiring Using Money Change_event_time Increment Desirability',FeatureRequest
'Possession Desirability Make_agreement_on_action Food',FeatureRequest
'Existence Experiencer_focus Desiring Difficulty Self_motion Transfer Cardinal_numbers Contacting Locative_relation',FeatureRequest
'Quantity Being_obligated Experiencer_focus Performers_and_roles Judgment_direct_address Achieving_first Getting Desiring Finish_competition Quantity Vehicle Quantity Working_on Relative_time Earnings_and_losses Vehicle Food Taking Calendric_unit Earnings_and_losses Money Used_up Performers_and_roles Getting Take_place_of Contacting Identicality Contacting Desiring Earnings_and_losses Quantity Being_employed Difficulty Desirable_event Means',FeatureRequest
'Sole_instance Removing Rank Food Expensiveness Means Relational_quantity Food',FeatureRequest
'Capability Using Relational_quantity Type Differentiation Possibilities Certainty Addiction',FeatureRequest
'Degree Evidence Motion Storing Desiring Used_up Existence Money Getting Food',FeatureRequest
'Degree Measure_duration Capability Using Increment Means Earnings_and_losses Food',FeatureRequest
'Sole_instance Complaining Required_event Capability Continued_state_of_affairs Getting Judgment Event Event',FeatureRequest
'Increment Required_event Ingest_substance Locative_relation Capability Earnings_and_losses Achieving_first',FeatureRequest
'Existence Quantity Food Desiring Increment Event',FeatureRequest
'Desiring Difficulty Getting Food Increment Achieving_first',FeatureRequest
'Capability Commerce_buy Increment Food Using Food Achieving_first',FeatureRequest
'Possession Purpose Existence Money Commerce_buy',FeatureRequest
'Existence Vehicle Desiring Familiarity Food',FeatureRequest
'Existence Desirability Desiring Increment Means Food',FeatureRequest
'Existence Desiring Increment Food Increment Desirability',FeatureRequest
'Sole_instance Point_of_dispute Capability Expensiveness',FeatureRequest
'Natural_features Attempt Required_event Commerce_buy Food Expensiveness Temporal_subregion Capability Commerce_sell Sole_instance Deserving Relational_quantity Achieving_first Awareness Removing',FeatureRequest
'Cardinal_numbers Increment Relational_quantity Entity Expensiveness Relational_quantity Required_event Have_associated Increment Likelihood Earnings_and_losses',FeatureRequest
'Existence Desirability Desiring Self_motion Earnings_and_losses Increment Food Being_obligated Cause_change Used_up Measure_mass Attributed_information',FeatureRequest
'Mental_property Commerce_scenario Achieving_first Desirable_event Capability Intentionally_act Quantity Sending',FeatureRequest
'Capability Sole_instance Getting Food Commerce_buy Make_noise',FeatureRequest
'Experiencer_focus Desiring Difficulty Getting Food Speed',FeatureRequest
'Experiencer_focus Timespan Capability Leadership Certainty Contacting Social_connection Intoxicants Manufacturing Relational_quantity Similarity',FeatureRequest
'Desiring Desiring Idiosyncrasy Rank Capability Commerce_buy Text Achieving_first Food',FeatureRequest
'Opinion Stimulus_focus Earnings_and_losses Food Increment Means',FeatureRequest
'Likelihood Capability Commerce_buy Food Achieving_first Leadership Telling Achieving_first Food',FeatureRequest
'Ambient_temperature Cardinal_numbers Statement Desiring Capability Earnings_and_losses Food Commerce_buy Food',FeatureRequest
'Similarity Degree Relational_quantity Desiring Food Difficulty Getting',FeatureRequest
'Capability Using Relational_quantity Type Differentiation Possibilities Certainty Addiction',FeatureRequest
'Experiencer_focus Age Attempt Reason Earnings_and_losses Achieving_first Cardinal_numbers Achieving_first Needing',FeatureRequest
'Existence Experiencer_focus Desiring Difficulty Self_motion Getting Food',FeatureRequest
'Bringing Familiarity Contacting Desiring Capability Activity_ongoing Food Progress',FeatureRequest
'Existence Capability Intentionally_act Transfer Progress Age Contacting',FeatureRequest
'Intentionally_act Desiring Food Achieving_first Earnings_and_losses',FeatureRequest
'Required_event Desiring Difficulty Getting Food Commerce_buy',FeatureRequest
'Relational_quantity Expensiveness Placing Becoming Stimulus_focus Degree Speed Imposing_obligation Existence Money Commerce_buy Increment Placing',FeatureRequest
'Required_event Desiring Commerce_buy Food',FeatureRequest
'Relational_quantity Causation Commerce_buy Food',FeatureRequest
'Position_on_a_scale Commerce_scenario Possession Earnings_and_losses Money Intentionally_act Performers_and_roles',FeatureRequest
'Quantity Possession Desirability Dimension Aggregate Similarity Food Being_necessary Food Commerce_buy Relational_quantity Cardinal_numbers Needing Source_of_getting',FeatureRequest
'Addiction Performers_and_roles Desiring Capability Earnings_and_losses Increment Food Increment Temporal_collocation Being_attached Activity_finish Quantity Being_obligated Quantity Food Getting Quantity Food Causation Activity_finish Being_obligated',FeatureRequest
'Desiring Ambient_temperature Food Expensiveness',FeatureRequest
'Motion Continued_state_of_affairs Commerce_buy Food Desiring Attempt Earnings_and_losses Possession Food Desirability Food',FeatureRequest
'Experiencer_focus Timespan Capability Leadership Certainty Contacting Social_connection Intoxicants Manufacturing Relational_quantity Similarity',FeatureRequest
'Being_obligated Desirability Getting Familiarity Contacting Transfer Activity_start',FeatureRequest
'Experiencer_focus Attempt Giving Increment Expensiveness Food Judgment',FeatureRequest
'Desirability Removing Sufficiency Dimension Capability Sole_instance Intentionally_act Cardinal_numbers Measure_duration',FeatureRequest
'Possession Likelihood Intentionally_act Identicality Quantity Aggregate Locative_relation Sole_instance Idiosyncrasy Food Capability Collaboration Quantity Increment Ceasing_to_be Text Vehicle Intentionally_act',FeatureRequest
'Becoming Expertise Certainty Intentionally_act Contacting Roadways Relational_quantity Causation Capability Getting Age',FeatureRequest
'Experiencer_focus Desiring Food Have_as_requirement Duration_attribute Change_position_on_a_scale',FeatureRequest
'Desiring Possession Duration_attribute Food',FeatureRequest
'Required_event Capability Commerce_pay',FeatureRequest
'Sole_instance Make_possible_to_do Cardinal_numbers Food Text Type',FeatureRequest
'Required_event Removing Earnings_and_losses Expensiveness Actually_occurring_entity Money Have_as_requirement Scrutiny Increment Getting',FeatureRequest
'Commerce_buy Achieving_first Storing Getting Giving Money Getting Commerce_pay',FeatureRequest
'Temporal_collocation Possession Capability Being_active Protecting Choosing Locative_relation Increment Cardinal_numbers Stimulus_focus Statement Timespan Desirability Motion Stimulus_focus',FeatureRequest
'Ambient_temperature Manufacturing Roadways Difficulty Perception_experience',FeatureRequest
'Desiring Quantity Ordinal_numbers Increment Intentionally_act Experiencer_focus Bringing Part_whole Proper_reference Part_whole',FeatureRequest
'Capability Using Relational_quantity Increment Event Rewards_and_punishments Activity_finish Purpose Rank',FeatureRequest
'Quantity Experiencer_focus Ranked_expectation Motion Containers Closure Roadways Increment Frequency',FeatureRequest
'Degree Desirability Expertise Possession Increment Cardinal_numbers Buildings Theft Similarity Operating_a_system',FeatureRequest
'Achieving_first Continued_state_of_affairs Possession Attempt Cause_change Intentionally_act Increment Attempt Exchange',FeatureRequest
'Temporal_collocation Operating_a_system Possession Change_position_on_a_scale Capability Bungling Leadership',FeatureRequest
'Giving Increment Performers_and_roles Adjusting Health_response Size Direction Conquering',FeatureRequest
'Capability Statement Familiarity Submitting_documents Cardinal_numbers Political_locales Dimension',FeatureRequest
'Temporal_subregion Undergo_change Manufacturing Observable_body_parts Needing Increment',FeatureRequest
'Sole_instance Success_or_failure Cause_change Giving Relational_quantity Dimension',FeatureRequest
'Performers_and_roles Concessive Intentionally_act Possession Capability Capability',FeatureRequest
'Capability Desirability Causation Death',FeatureRequest
'Continued_state_of_affairs Opinion Desirability Temporal_collocation Capability Arriving Achieving_first Commerce_buy Relative_time Rank Removing Achieving_first Capability Arriving Locative_relation Commerce_buy Increment Achieving_first',FeatureRequest
'Capability Motion Rank Accomplishment Sole_instance Purpose Departing Cardinal_numbers Achieving_first',FeatureRequest
'Opinion Required_event Increment Statement',FeatureRequest
'Relational_quantity Desiring Capability Attempt Experiencer_focus Ordinal_numbers Cardinal_numbers Frequency Military Social_connection',FeatureRequest
'Desirable_event Capability Touring Event',FeatureRequest
'Grasp Reason Existence Possibilities Change_position_on_a_scale Cause_motion Range',FeatureRequest
'Desirability Buildings Leadership Desiring Capability Increment',FeatureRequest
'Existence Intentionally_act Ordinal_numbers Cardinal_numbers Desiring Increment Intentionally_act Desirability',FeatureRequest
'Frequency Capability Contacting',FeatureRequest
'Relational_quantity Cardinal_numbers Desirability Performers_and_roles Point_of_dispute Relational_quantity Death Activity_resume Stimulus_focus Cardinal_numbers Residence Likelihood Capability Activity_ongoing Identicality Rank',FeatureRequest
'Capability Manufacturing Increment Desirability Statement Relational_quantity Categorization',FeatureRequest
'Capability Statement Familiarity Submitting_documents Cardinal_numbers Political_locales Dimension',FeatureRequest
'Required_event Statement Familiarity Political_locales Capability Frequency Age Rank',FeatureRequest
'Time_vector Quantity Event Continued_state_of_affairs Capability Achieving_first',FeatureRequest
'Quantity Rank Capability Desirability',FeatureRequest
'Gathering_up Increment Achieving_first Activity_finish Purpose',FeatureRequest
'Existence Desirability Increment Craft Type',FeatureRequest
'Process_continue Similarity Needing Locale Change_position_on_a_scale Part_edge Age Roadways',FeatureRequest
'Frequency Getting Emotion_directed Experiencer_focus Desiring Capability Intentionally_create Possession People_by_vocation',FeatureRequest
'Arriving Sole_instance Getting Ordinal_numbers Electricity Time_vector Using Cardinal_numbers',FeatureRequest
'Sole_instance Desiring Electricity Capability First_rank',FeatureRequest
'Experiencer_focus Capability Sole_instance Perception_experience Cardinal_numbers Purpose Measure_duration',FeatureRequest
'Type Buildings Operating_a_system Cardinal_numbers Manufacturing Intentionally_act Sole_instance Cardinal_numbers Purpose',FeatureRequest
'Possession Sufficiency Quantity Attributed_information',FeatureRequest
'Arriving Buildings Leadership Cardinal_numbers Difficulty Electricity Desirability',FeatureRequest
'Sole_instance Request Similarity Perception_experience Rank Rank Departing',FeatureRequest
'Required_event Motion Gizmo Cardinal_numbers Taking_sides Relational_quantity Quantity Roadways Increment Temperature',FeatureRequest
'Experiencer_focus Needing Amassing Achieving_first',FeatureRequest
'Degree Desirability Desiring Capability Getting Difficulty',FeatureRequest
'Being_operational Desiring Desirable_event Increment',FeatureRequest
'Desirability Increment Activity_resume',FeatureRequest
'Required_event Rank Cardinal_numbers Cardinal_numbers Achieving_first Arriving Relative_time Rank Stimulus_focus',FeatureRequest
'Getting Achieving_first Quantity Achieving_first Manufacturing Capability Commerce_buy Familiarity People',FeatureRequest
'Arriving Desirability Means Capability Quantity',FeatureRequest
'Locale Stimulus_focus Timespan Clothing Stimulus_focus Cardinal_numbers Awareness Existence Required_event Releasing Buildings Leadership Connecting_architecture Contacting Experiencer_focus Performers_and_roles',FeatureRequest
'Capability People Manufacturing Participation Increment Source_of_getting Being_employed',FeatureRequest
'Being_obligated Stimulus_focus Placing Roadways Render_nonfunctional Quantity Self_motion Sufficiency Difficulty Impact Individual_history Rejuvenation',FeatureRequest
'Contacting Possession Foreign_or_domestic_country Contacting Placing Undergo_change Intentionally_act Thwarting Statement',FeatureRequest
'Coming_to_believe Ordinal_numbers Quantity Type Travel Relative_time Calendric_unit Quantity Placing Frequency Placing Impact Measure_duration Activity_pause Age Have_associated Quantity Idiosyncrasy Contacting Temporal_collocation Arriving Increment Contacting Bringing Dimension Cardinal_numbers Source_of_getting Speed Resolve_problem',FeatureRequest
'Needing Possession Supporting Cardinal_numbers Needing',FeatureRequest
'Attempt Existence Age Contacting Familiarity Attributed_information Existence',FeatureRequest
'Capability People Stimulus_focus Inclusion Reading Opinion Position_on_a_scale Dimension Observable_body_parts',FeatureRequest
'Quantity Quantity Timespan Attempt Text',FeatureRequest
'Usefulness Statement Supporting Network Opinion Stimulus_focus Statement Supporting',FeatureRequest
'Frequency Experiencer_focus Concessive Ordinal_numbers Possession Capability Contacting Temporal_collocation Occupy_rank Contacting Using Intentionally_act Time_vector Network Increment Frequency Filling Type Locative_relation Using Ranked_expectation Contacting Desiring Capability',FeatureRequest
'Existence Experiencer_obj Quantity People_by_vocation',FeatureRequest
'Change_tool Removing Cardinal_numbers Desirability Experiencer_obj Removing Capability Cause_change',FeatureRequest
'Arriving Experiencer_focus Relative_time Eclipse Food Temporal_collocation Network Eclipse Control Food',FeatureRequest
'Reason Sounds Contacting Quantity Travel Intentionally_act',FeatureRequest
'Giving Performers_and_roles Temporal_collocation Eclipse Possibilities',FeatureRequest
'Being_up_to_it Cardinal_numbers Perception_experience Text_creation',FeatureRequest
'Purpose Usefulness Sole_instance Cause_harm Experiencer_focus Cause_motion Becoming Cause_expansion Text Collaboration Contacting Seeking_to_achieve Desirable_event Grant_permission Cause_expansion Locative_relation Desiring',FeatureRequest
'Needing Increment Supporting Quantity Secrecy_status Make_cognitive_connection Physical_artworks Desirability Temporal_subregion Similarity',FeatureRequest
'Being_obligated Stimulus_focus Cause_to_start Taking_sides Age Desirability Temporal_collocation Food Render_nonfunctional Intentionally_act Roadways Quantity Duration_attribute Appearance Undergo_change Sole_instance Causation Stimulus_focus Giving Taking_sides Capability Control Possession Degree Respond_to_proposal Quantity Food Capability Continued_state_of_affairs Desiring Contacting Ordinal_numbers Locale Predicament Temporal_collocation Stimulus_focus',FeatureRequest
'Perception_active Ingest_substance Contingency Travel Causation Perception_experience Relational_quantity Desirability Experiencer_obj Locale_by_use Intentionally_act Cause_change',FeatureRequest
'Desiring Arriving Motion Network Expertise Needing Natural_features Travel Capability Natural_features Self_motion Contacting Leadership Intoxicants Using Possibilities Stimulus_focus Feeling Required_event Intentionally_act Feeling Increment Network',FeatureRequest
'Usefulness Desirability Temporal_collocation Sole_instance Reading Travel',FeatureRequest
'Similarity Perception_experience Attributed_information Intentionally_act Existence Measure_duration Desirability',FeatureRequest
'Desirability Text Desiring Increment Locative_relation Capability Contingency Change_position_on_a_scale Cardinal_numbers Giving Text',FeatureRequest
'Relational_quantity Measure_duration Relative_time Stimulus_focus Cause_to_amalgamate Taking_sides Temporal_subregion',FeatureRequest
'Appearance Desirability Certainty Supply Quantity Recording Correctness Desirability Inclusion Experiencer_obj Cardinal_numbers Statement',FeatureRequest
'Desirability Intentionally_act Frequency Calendric_unit',FeatureRequest
'Existence Usefulness Relational_quantity Difficulty Using Completeness Degree Stimulus_focus Predicament Rite Feeling Cogitation Similarity Information Cardinal_numbers Text Actually_occurring_entity Text Aiming Intentionally_act Intentionally_act Evidence Identicality Information Increment Concessive',FeatureRequest
'Experiencer_focus Becoming Accuracy Cardinal_numbers Evidence Locale Position_on_a_scale Locative_relation Intentionally_act Increment Manipulation Statement Commerce_pay Quantity Quantity Identicality Evidence Similarity Cardinal_numbers Using Inspecting Quantity Locale Using Text Perception_experience Deciding Quantity Quantity Giving Calendric_unit',FeatureRequest
'Desirability Required_event Desiring Quantity Inclusion',FeatureRequest
'Commerce_pay Relational_quantity Using Cardinal_numbers Existence Evidence Wealthiness Needing Getting Pattern Increment Correctness',FeatureRequest
'Statement Morality_evaluation Getting Telling Text Desiring Have_associated Cardinal_numbers Desirability Degree',FeatureRequest
'Quantity Experiencer_focus Familiarity Giving Ranked_expectation Familiarity Perception_active Appearance Leadership Sole_instance Communication_manner Supply Cardinal_numbers Cardinal_numbers Relational_quantity People Inspecting Increment Being_operational Amassing',FeatureRequest
'Motion Perception_experience Quantity Cardinal_numbers Statement Organization',FeatureRequest
'First_experience Sign_agreement Locative_relation Desirability Temporal_collocation Bungling People_along_political_spectrum Sufficiency Obviousness Place_weight_on Temporal_collocation Relational_quantity Desirability Continued_state_of_affairs Usefulness Needing Desirability Project Cardinal_numbers Instance Statement Dimension Difficulty Questioning Relative_time Cardinal_numbers Measure_duration',FeatureRequest
'Being_obligated Bringing Taking_sides Boundary Statement Temporal_collocation Expectation Relative_time Stimulus_focus Inspecting Frequency Calendric_unit',FeatureRequest
'Degree Emotion_directed Capability Desiring Quantity Organization Have_associated Possibilities Coming_to_believe Stimulus_focus People Giving Position_on_a_scale Performers_and_roles Capability Frequency Motion Taking_sides Commerce_pay Frequency Getting Information Desirability',FeatureRequest
'Being_operational Desirability Sole_instance Complaining Using Personal_relationship Measure_duration Remembering_experience Attributed_information Quantity Difficulty Self_motion Obviousness Remembering_experience Amassing Calendric_unit Giving Position_on_a_scale Remembering_experience Capability Resolve_problem',FeatureRequest
'Deciding Possession Differentiation Using Installing',FeatureRequest
'Reason',FeatureRequest
'Similarity Temporal_collocation Closure Taking_sides Judgment_direct_address',FeatureRequest
'Motion Shoot_projectiles Observable_body_parts Residence Fluidic_motion Locative_relation Experiencer_obj Possession Personal_relationship Possession Time_vector Desiring Grant_permission Expertise Locative_relation Judgment_direct_address',FeatureRequest
'Existence Quantity Desirability Sending Amassing Change_position_on_a_scale Evidence Sufficiency Quantity',FeatureRequest
'Desiring Capability Cause_change Locative_relation Telling Temporal_collocation Relational_quantity',FeatureRequest
'Arriving Relational_quantity Experiencer_focus Familiarity Relational_quantity Part_whole Stimulus_focus Rest Expertise Food Medical_conditions Roadways Increment Quantity Desirability Causation Increment Food Opinion First_experience Likelihood Using Suitability Practice Temporal_subregion Amassing Amassing Purpose Stimulus_focus Food Medical_conditions Increment Cardinal_numbers Means',FeatureRequest
'Information Possession Completeness Stimulus_focus Similarity Quantity Increment Distinctiveness Aggregate',FeatureRequest
'Stimulus_focus Have_as_requirement Taking_sides Age Age Cardinal_numbers Aggregate Reading Progress Boundary Aggregate Stimulus_focus Awareness Causation Awareness Intentionally_act Purpose Increment Awareness Progress Linguistic_meaning',FeatureRequest
'Quantity Similarity Quantity Emotion_directed Offering Self_motion Quantity Difficulty Statement Attributed_information Measure_duration Placing Motion Activity_start Statement Cardinal_numbers Stimulus_focus Giving Possibilities Possession Measure_duration Intentionally_create Familiarity Capability Statement Make_agreement_on_action Temporal_subregion Sole_instance Timespan Telling Usefulness Opinion',FeatureRequest
'Experiencer_focus Age Aggregate Stimulus_focus Increment Touring Degree Stimulus_focus Awareness Progress Shapes Evidence',FeatureRequest
'Stimulus_focus Activity_ongoing Age Aggregate Stimulus_focus Scrutiny Difficulty Reading Speed Perception_experience Stimulus_focus Cause_change Change_tool',FeatureRequest
'Existence Existence Relational_quantity Desirability Experiencer_obj Success_or_failure Calendric_unit Statement Quantity Self_motion Motion Taking_sides Calendric_unit Concessive Calendric_unit Impact Arriving Needing Resolve_problem Cardinal_numbers Text Practice Becoming Needing Grant_permission Capability Capacity People Roadways Practice Self_motion Remembering_information Project Roadways Practice',FeatureRequest
